resolution,emotions,people,tries,time
1,12,40,26,85.2606871
1,12,41,2,6.7170373
1,12,42,2,7.7066618
1,12,43,2,7.8665967
1,12,44,2,8.5586013
1,12,45,2,9.3045987
1,12,46,2,9.3307592
1,12,47,2,10.0680701
1,12,48,2,11.261335
1,12,49,2,8.6435875
1,12,5,30,12.5010121
1,12,50,2,8.523605
1,12,51,2,8.8871429
1,12,52,2,9.1492867
1,12,53,2,9.5896177
1,12,54,2,9.3149699
1,12,55,2,10.4826078
1,12,56,2,10.923178
1,12,57,2,12.584034
1,12,58,2,11.9157271
1,12,59,2,12.194467
1,12,6,30,14.731361
1,12,60,2,12.5997383
1,12,61,2,11.9823747
1,12,62,2,10.9482192
1,12,63,2,11.1974488
1,12,64,2,10.7363302
1,12,65,2,11.2721367
1,12,66,2,11.3879976
1,12,67,2,10.991858
1,12,68,2,12.0978339
1,12,69,2,12.5072652
1,12,7,30,17.1141605
1,12,70,2,12.1041252
1,12,71,2,13.1398806
1,12,72,2,12.582381
1,12,73,2,13.4931296
1,12,74,2,14.8564451
1,12,75,2,15.8418848
1,12,76,2,17.3412767
1,12,77,2,16.3122315
1,12,78,2,15.9827557
1,12,79,2,26.0834107
1,12,8,30,19.6229071
1,12,80,2,14.0548659
1,12,9,30,21.9872228
1,13,10,30,26.9001178
1,13,11,30,30.4692549
1,13,12,30,33.6715898
1,13,13,30,34.940671
1,13,14,30,40.9894094
1,13,15,30,43.7472963
1,13,16,30,45.0476588
1,13,17,30,51.6924715
1,13,18,30,51.8300701
1,13,19,30,53.9575963
1,13,2,30,20.0976686
1,13,20,30,61.7626822
1,13,21,30,58.0276981
1,13,22,30,62.7467139
1,13,23,30,66.7971289
1,13,24,30,65.7652619
1,13,25,30,70.6980283
1,13,26,30,83.3168361
1,13,27,30,82.7942429
1,13,28,30,81.4488913
1,13,29,30,80.7120622
1,13,3,30,30.1322817
1,13,30,30,84.9481843
1,13,31,26,79.6987291
1,13,32,26,79.1184002
1,13,33,26,84.0735102
1,13,34,26,80.0728753
1,13,35,26,87.2817243
1,13,36,26,86.3186428
1,13,37,26,92.156625
1,13,38,26,115.893073
1,13,39,26,101.4543851
1,13,4,30,11.1566619
1,13,40,26,93.5183182
1,13,41,2,7.8075782
1,13,42,2,7.8373212
1,13,43,2,8.6991089
1,13,44,2,8.9980319
1,13,45,2,10.0082046
1,13,46,2,10.103021
1,13,47,2,11.4740954
1,13,48,2,10.5691957
1,13,49,2,9.6086403
1,13,5,30,14.0592603
1,13,50,2,9.5054635
1,13,51,2,10.49782
1,13,52,2,10.1671381
1,13,53,2,10.3255776
1,13,54,2,11.0242948
1,13,55,2,11.2074233
1,13,56,2,11.7438265
1,13,57,2,13.1479571
1,13,58,2,13.2406845
1,13,59,2,14.9700296
1,13,6,30,17.5570469
1,13,60,2,13.1409481
1,13,61,2,14.2296061
1,13,62,2,11.93685
1,13,63,2,12.4173218
1,13,64,2,12.1236149
1,13,65,2,11.5370214
1,13,66,2,12.5495216
1,13,67,2,12.9978832
1,13,68,2,12.4693499
1,13,69,2,13.7151046
1,13,7,30,18.895077
1,13,70,2,13.0481647
1,13,71,2,20.4173405
1,13,72,2,15.4244799
1,13,73,2,28.8553245
1,13,74,2,17.022298
1,13,75,2,16.4328396
1,13,76,2,16.5029154
1,13,77,2,16.7126269
1,13,78,2,17.3105675
1,13,79,2,25.1235922
1,13,8,30,22.9644341
1,13,80,2,15.2456201
1,13,9,30,24.304818
1,14,10,2,2.9522245
1,14,11,2,2.2834419
1,14,12,2,3.5960485
1,14,13,2,4.4276563
1,14,14,2,4.9156363
1,14,15,2,5.2833954
1,14,16,2,5.8172249
1,14,17,2,6.261761
1,14,18,2,5.3871721
1,14,19,2,6.3521507
1,14,2,2,0.7553418
1,14,20,2,7.6239863
1,14,21,2,8.5158515
1,14,22,2,8.033648
1,14,23,2,7.6946911
1,14,24,2,6.4829153
1,14,25,2,5.5911302
1,14,26,2,5.5367164
