resolution,emotions,people,tries,time
7,14,35,2,24.2139688
7,14,36,2,24.9779424
7,14,37,2,25.9166579
7,14,38,2,27.0398229
7,14,39,2,28.2726875
7,14,4,2,2.847673
7,14,40,2,29.6263779
7,14,41,2,30.6026078
7,14,42,2,31.8300868
7,14,43,2,32.8920254
7,14,44,2,33.5537101
7,14,45,2,35.0462582
7,14,46,2,36.9041459
7,14,47,2,38.6075129
7,14,48,2,40.0122532
7,14,49,2,41.0889709
7,14,5,2,2.8431333
7,14,50,2,42.2551092
7,14,51,2,43.0535722
7,14,52,2,44.3844245
7,14,53,2,46.2694426
7,14,54,2,47.5652282
7,14,55,2,48.848497
7,14,56,2,49.7516222
7,14,57,2,50.9456168
7,14,58,2,53.1563018
7,14,59,2,54.6111129
7,14,6,2,3.6465423
7,14,60,2,56.9689841
7,14,61,2,60.763038
7,14,62,2,61.0649994
7,14,63,2,63.5045181
7,14,64,2,64.1410062
7,14,65,2,66.1282109
7,14,66,2,68.8794819
7,14,67,2,72.0263594
7,14,68,2,73.8766452
7,14,69,2,76.9648614
7,14,7,2,4.8238406
7,14,70,2,84.4844724
7,14,71,2,1363.0340875
7,14,72,2,1966.3227856
7,14,73,2,1915.8718187
7,14,74,2,2286.1746853
7,14,75,2,2318.8722856
7,14,76,2,2572.4368211
7,14,77,2,2861.8121695
7,14,78,2,3377.4259018
7,14,8,2,5.0324367
7,14,9,2,5.7071397
8,14,10,2,6.806101
8,14,11,2,7.0657729
8,14,12,2,8.1507688
8,14,13,2,8.8270792
8,14,14,2,9.7350338
8,14,15,2,10.6739742
8,14,16,2,11.777122
8,14,17,2,12.4706369
8,14,18,2,13.6417912
8,14,19,2,14.4835258
8,14,2,2,1.5909076
8,14,20,2,16.0855439
8,14,21,4,45.3677586
8,14,22,4,49.7254273
8,14,23,4,52.889213
8,14,24,4,54.958578
8,14,25,4,53.2040003
8,14,26,4,49.2718236
8,14,27,4,48.0560104
8,14,28,4,51.4408985
8,14,29,4,52.6974844
8,14,3,2,2.1162471
8,14,30,4,56.6223551
8,14,31,4,60.8026727
8,14,32,4,63.3696813
8,14,33,4,64.4015616
8,14,34,4,69.4293474
8,14,35,4,71.0343773
8,14,36,4,76.4552568
8,14,37,4,78.4581348
8,14,38,4,84.1782898
8,14,39,4,111.9680007
8,14,4,2,2.7639577
